Time,lat,lon,T,rh
2020-12-16 19:19:22,38.24447433333331,21.72582733333334,56.641999999999996,70.416
2020-12-16 19:19:23,38.24447733333333,21.725803999999997,56.641999999999996,70.416
2020-12-16 19:19:24,38.244478599999994,21.725780200000013,56.641999999999996,70.388
2020-12-16 19:19:25,38.24448059999999,21.72575329999999,56.599,70.383
2020-12-16 19:19:26,38.2444838,21.72572399999999,56.599,70.355
2020-12-16 19:19:27,38.24448937931036,21.72569527586208,56.599,70.32600000000001
2020-12-16 19:19:28,38.24449503225807,21.725668322580646,56.599,70.297
2020-12-16 19:19:29,38.24450149999999,21.725643900000016,56.599,70.297
2020-12-16 19:19:30,38.244506666666666,21.725614999999998,56.599,70.26899999999999
2020-12-16 19:19:31,38.24451066666666,21.72558599999999,56.556000000000004,70.264
2020-12-16 19:19:32,38.24451066666666,21.72556033333334,56.556000000000004,70.264
2020-12-16 19:19:33,38.244505333333336,21.725541000000014,56.556000000000004,70.236
2020-12-16 19:19:34,38.24449640000002,21.7255312,56.556000000000004,70.207
2020-12-16 19:19:35,38.2444847,21.72552639999999,56.556000000000004,70.236
2020-12-16 19:19:36,38.24447200000001,21.72552566666668,56.556000000000004,70.207
2020-12-16 19:19:37,38.244456333333346,21.725528000000008,56.556000000000004,70.207
2020-12-16 19:19:38,38.24443833333335,21.725531000000004,56.556000000000004,70.178
2020-12-16 19:19:39,38.24441733333334,21.72553633333333,56.556000000000004,70.207
2020-12-16 19:19:40,38.244394800000016,21.7255445,56.556000000000004,70.207
2020-12-16 19:19:41,38.24436966666668,21.725549666666666,56.556000000000004,70.207
2020-12-16 19:19:42,38.244345333333335,21.725554333333324,56.556000000000004,70.236
2020-12-16 19:19:43,38.244323099999995,21.72555789999999,56.556000000000004,70.236
2020-12-16 19:19:44,38.244299000000005,21.725559999999984,56.512,70.26
2020-12-16 19:19:45,38.244274666666655,21.725558999999986,56.512,70.26
2020-12-16 19:19:46,38.24425033333331,21.72555566666666,56.512,70.26
2020-12-16 19:19:47,38.24422666666666,21.725551999999993,56.512,70.26
2020-12-16 19:19:48,38.24420189999999,21.725549100000002,56.512,70.288
2020-12-16 19:19:49,38.244174600000015,21.725545500000006,56.512,70.288
2020-12-16 19:19:50,38.24414539999998,21.725540500000008,56.512,70.288
2020-12-16 19:19:51,38.24411299999999,21.725534666666668,56.468999999999994,70.28399999999999
2020-12-16 19:19:52,38.24408265517242,21.725528275862054,56.468999999999994,70.312
2020-12-16 19:19:53,38.24405433333333,21.725523333333328,56.468999999999994,70.312
2020-12-16 19:19:54,38.244028899999996,21.725519399999996,56.468999999999994,70.34100000000001
2020-12-16 19:19:55,38.244000833333324,21.72551946666666,56.468999999999994,70.312
2020-12-16 19:19:56,38.243977333333326,21.72552566666668,56.468999999999994,70.34100000000001
2020-12-16 19:19:57,38.243953899999994,21.725537199999994,56.468999999999994,70.34100000000001
2020-12-16 19:19:58,38.243925999999995,21.72555033333333,56.468999999999994,70.37
2020-12-16 19:19:59,38.24389972413795,21.72555920689654,56.468999999999994,70.37
2020-12-16 19:20:00,38.243868666666664,21.72556733333335,56.468999999999994,70.398
